label,text
1,"[original]보건복지부가 최근 펴낸 OECD 헬스데이터 2012를 보면 우리나라의 자살률은 2010년 기준으로 인구 10만명당 33.5명에 달했다. 하루 평균 42.6명에 이르는 이런 자살률은 OECD회원국 평균치인 12.8명보다 2.6배나 높은 것으로 2003년 자살률 1위라는 불명예스러운 자리에 오른 후 8년째 1위를 지키고 있다. 어제로 세계보건기구(WHO)와 국제자살예방협회(IASP)가 제정한 세계 자살 예방의 날 10주년을 맞은 우리나라의 안타까운 자화상이다. 자살률은 사회의 건강성을 드러내는 핵심 지표다. 우리나라의 자살률은 OECD 2위인 헝가리(23.3명)나 3위인 일본(21.2명)과 비교해도 훨씬 높다. 미국 12.0명, 영국 6.7명, 독일 10.8명, 프랑스 16.2명, 스웨덴 11.7명 등 주요 선진국들은 10명 안팎에 불과하다. 한때 일본의 자살률이 세계 1위일 당시 국민 스승으로 불리는 후지와라 마사히코는 국가의 품격이란 저서에서 자살률을 낮추지 않고는 선진국이 될 수 없다고 했다. 특히 한국은 65세 이상 노인 자살이 심각하다. 2010년 전체 자살자 중 28.1%가 65세 이상이었는데 노인 자살률은 10만명당 81.9명으로 전체 평균의 2.4배다. 인생의 끝을 자살로 강요당하는 건 안 될 말이다. 청년층의 자살도 심각한 사회문제가 된 지 오래다. 2010년 청소년 자살자는 인구 10만명당 13.0명으로 자살이 청소년 사망 원인 1위를 차지했다. 자살을 줄이기 위한 대책이 어디에 초점을 맞춰야 할지 시사하는 바 크다. 자살은 개인 차원이 아닌 사회적인 문제에서 비롯된다는 인식을 가져야 한다. 양극화에서 비롯된 경제적인 요인이 중요하게 작용한다는 점에서 누구라도 절망 속에 방치되지 않도록 사회안전망을 촘촘하게 짜야 한다. 이를 통해 사회 구성원들이 불신, 증오, 갈등에서 벗어나 소속감과 연대감을 느낄 수 있는 따뜻한 사회 분위기를 조성하는 일이 시급하다. 보건복지부가 지난 2월 발표한 2011년 정신질환 실태 역학조사에 따르면 자살의 전조가 될 수 있는 우울증 등 기분장애의 평생 유병률이 7.5%로 2001년의 4.6%보다 10년 사이 63%나 늘어난 것으로 나타났다. 직장, 학교, 지역에서 우울증 상담 치료를 받을 수 있는 프로그램을 도입해 적극 시행해야 한다.[/original][summary]우리나라의 자살률은 2010년 기준으로 인구 10만 명당 33.5명에 이르는 가운데 자살률은 사회의 건강성을 나타내는 OECD 회원국 평균치인 12.8명보다 2.6배나 높은 것으로 2003년 자살률 1위를 지키고 있다. [/summary]"
1,"[original]2013년 예산안 처리를 놓고 이른바 쪽지예산 때문에 뒷말이 끊이지 않는다. 쪽지예산이란 심의 과정에서 국회의원들이 지역구 요구사항을 담은 쪽지를 전달하는 형식으로 막판에 반영된 예산을 말한다. 지난해 말일에서 새해 첫날로 사상 처음 해를 넘겨가며 늑장 처리된 예산안에서는 쪽지예산 5500억여 원이 반영된 것으로 드러났다. 2011년만 해도 2000억원대를 넘지 않았는데, 2012년에 4000억원대로 늘더니 이제 5000억원대를 뛰어넘어 버렸다. 예결위 야당 측 간사가 표현한 대로 종이비행기 쪽지까지 들어와 예산심사 기조까지 흔들릴 정도라고 하니 원천적으로 막을 제도적 장치를 강구해야 한다. 의원들이 해당 지자체 돈으로 해야 할 사업을 정부 예산으로 둔갑시키는 것도 문제지만, 여야 실세 목소리가 주로 반영되거나 밀실에서 처리되는 바람에 정작 필요하고 시급한 예산을 깎아 버린다는 점에 심각성이 있다. 이번에는 쪽지예산에 밀려 기초생활보호대상자 의료비 보조를 위한 예산 2824억원이 삭감돼 버렸다. 관건은 이런 증액 요구나 예산 확보 경쟁이 투명하고 객관적으로 이뤄져야 한다는 점이다. 미국 의회에서는 의원들이 자기 지역구 관련 예산 항목에는 아예 이어마크(earmark)라는 꼬리표를 붙여 명시한다. 일본에서는 당 차원에서 결정된 예산 항목에 개별 의원들이 민원을 제기해 이를 반영하는 사례가 관례적으로 거의 없어 우리와 같은 쪽지예산을 찾아보기 어렵다. 한국도 쪽지예산 폐해를 없애려면 몇 가지 관행 타파와 규정 마련이 시급하다. 첫째, 의원들 간 지역구 예산 확보를 당연시하는 관행을 차단해야 한다. 둘째, 예결위를 상설화하거나 예산 심의 기간을 현재보다 늘리는 것도 시급하다. 미국 의회 예산 심의는 2~10월까지로 우리보다 4배나 길고 심의도 세입위, 세출위, 의회예산국 등 여러 곳에서 나눠 이뤄진다. 상임위 심의 단계에서부터 일부 항목에서 증액하는 만큼 다른 항목에선 감액하는 매칭시스템을 도입하는 방안도 제기된다. 셋째, 예산안조정소위에서 막판에 이뤄지는 증ㆍ감액 심사를 여야 교섭단체 간사 간 협의에만 맡기지 말고 속기록을 작성하는 등 전부 공개하도록 국회법을 개정해야 한다. 일본 민주당 정권이 2009년 예산 공개심의 제도를 도입해 한 해 1조7700억엔(21조6000억원)을 줄였던 전례도 있으니 참고할 만하다.[/original][summary]2013년 예산안 처리를 놓고 쪽지예산 때문에 뒷말이 끊이지 않다는 쪽지예산 때문에 뒷 말이 끊이지 않지만 쪽지예산 폐해를 없애려면 몇 가지 관행 타파와 규정을 타파하고 심사숙고해야 한다.[/summary]"
1,"[original]전광우 국민연금공단 이사장은 그저께 국정감사에서 현재 국민연금 보험료율 9%는 경제협력개발기구(OECD) 국가 중 가장 낮은 수준이라며 국민연금이 장기적으로 지속되려면 보험료 조정이 불가피하다고 밝혔다. 5년마다 하는 연금 재정추계가 내년 3월 끝나면 이를 바탕으로 보험료와 급여 수준, 수급 시기를 조정해야 할 텐데 기금 고갈이 예상보다 빨라질 수 있는 만큼 보험료 인상이 유력하게 검토될 것이라는 말이다. 사실 국민연금 개혁은 지금 당장 추진하더라도 늦은 감이 있다. 2008년 재정추계에 따르면 기금 적립금은 2043년 최고에 이르고 2060년이 되면 완전히 고갈된다. 그러나 국회 예산정책처는 달라진 인구 구조와 물가, 기금 수익률을 감안할 때 연금 재정이 2041년 적자로 돌아서고 2053년이면 바닥을 드러낼 것이라고 전망했다. 2049년 기금이 고갈된다는 예상도 있다. 국민연금 직장 가입자 소득 대비 보험료율은 1998년(지역 가입자는 2005년) 이후 9%에 머무르고 있는데 기금 고갈을 막으려면 이 요율을 올리거나 65세까지 높인 연금 수급연령을 더 높이는 수밖에 없다. 하지만 국회는 작년 연금제도개선특위를 구성해 국민연금과 기초노령연금 재구조화를 논의하다 회기 종료로 중단하고 말았다. 당장 내년에 제도 개혁을 추진해야 하는데도 정부는 뚜렷한 방향을 제시하지 않고 있고 대선 후보들도 이 문제에 관한 한 일언반구가 없다. 국민연금 개혁은 공무원연금제도 수술과도 맞물려 있다. 예산정책처는 공무원연금 적자가 작년 1조3000억원에서 해마다 불어나 2020년에는 6조원을 넘을 것으로 전망했다. 이는 모두 정부가 메워줘야 할 돈이다. 2009년 공무원 본인 기여금을 기준소득의 5.5%에서 7%로 높이고 급여수준을 낮추지 않았더라면 적자는 더욱 걷잡을 수 없이 불어났을 것이다. 하지만 공무원연금은 또 한 차례 더 내고 덜 받는 쪽으로 수술을 단행하지 않으면 재정에 엄청난 부담을 지울 것이다. 국민-공무원연금 연계제도의 불합리한 점도 적극 시정해 궁극적으로 요율과 혜택이 균형을 이루도록 해야 한다. 대선을 앞둔 여야가 공무원과 노년층 표를 의식해 연금제도 개혁에 대해 무조건 침묵해서는 안된다. 개혁의 불가피성을 이해시키고 실효성 있는 대안을 내는 게 책임있는 지도자의 자세다.[/original][summary]국민연금공단 이사장은 그저께 국정감사에서 현재 국민연금 보험료율 9%는 경제협력개발기구(OECD) 국가 중 가장 낮은 수준이라며 국민연금이 장기적으로 지속되려면 보험료 조정을 불가피하다고 밝혔는데, 이 요율을 올리거나 65세까지 높인 연금제도개선특위를 구성해 국민연금과 기초노령을 더 높이는 수밖에 없기 때문에 국회는 국민연금 개혁을 추진해야 한다.[/summary]"
1,"[original]우리나라 자영업자(고용주ㆍ자영자ㆍ무급 가족 종사자)는 7월 말 719만명으로 전체 취업자의 28.6%를 차지한다. 자영업자 비중은 경제협력개발기구(OECD) 평균(2010년 15.9%)의 2배 가까운 수준이다. 일반적으로 국민소득 수준이 낮을수록 자영업자 비중이 높은데 한국은 터키, 그리스, 멕시코 다음으로 이 비중이 높으니 비정상적이라고 할 수밖에 없다. 자영업자 비중은 1998년 38.3%를 기록한 후 작년 말 28.2%까지 줄었다 올해 다시 늘고 있다. 자영업자는 지난 7개월 새 65만명 가까이 늘었다. 베이비붐 세대(1955~1963년생) 은퇴가 본격화했지만 경기 침체로 재취업이 어려운 이들이 진입장벽이 낮은 자영업으로 몰린 탓이다. 50대 이상 중ㆍ고령층이 자영업자의 절반을 차지하는 것도 이 때문이다. 생계형 자영업은 과열경쟁으로 실패 위험이 매우 높다. KB금융 경영연구소에 따르면 지난 10년 새 373만개 업체가 새로 생기고, 346만개가 문을 닫았다. 개인사업자 47%는 3년 안에 문을 닫고 10년 후 생존 비율은 24.6%에 불과했다. 적은 밑천으로 손쉽게 뛰어들 수 있는 음식점, 주점, 소매업 창업이 전체의 절반을 넘고 고부가가치 서비스업은 극소수에 불과했다. 자영업자 대부분은 창업 후 오히려 소득이 줄었다. 영세 자영업자만 넘치는 경제는 성장의 활력을 높일 수 없다. 글로벌 경쟁력을 키운 대기업과 저부가가치 자영업 간 양극화는 더 심해질 것이다. 그럴수록 균형 잡힌 산업생태계를 만들기 위한 발상의 전환이 절실하다. 무엇보다 무작정 돈을 퍼붓는 단순한 창업지원 정책은 근본적인 재검토가 필요하다. 은행의 개인사업자 대출은 작년 이후 20조원이나 늘어 올해 상반기 말 166조원에 이르렀다. 저신용자를 위한 미소금융은 창업자금을 담보 없이 7000만원까지 연 4.5% 이하 저리로 빌려준다. 그러나 전반적인 소비 수요가 늘어나지 않는 한 파격적인 자금 지원을 받는 곳은 잠시 숨을 돌리겠지만 지원을 받지 못한 경쟁업체들은 퇴출위기로 내몰리게 된다. 결국 아랫돌 빼서 윗돌 괴는 것밖에 안 된다. 지방자치단체를 통한 소상공인 지원 시스템도 시급하다. 전문성도 없는 관료가 단순히 푼돈을 나눠주는 식의 면피용 지원으로는 한국 경제 저변을 다지는 강소기업을 키워낼 수 없다.[/original][summary]우리나라 자영업자들의 과열경쟁이 낮은 자영업 때문으로 7월 말 719만 명으로 전체 취업자의 28.6%를 차지하고 있는 것으로 나타났는데, 이는 경제가 성장의 활력을 높일 수 없고 대기업과 저부가가치 자영업 간 양극화가 더 심해질 것이다.[/summary]"
1,"[original]노다 요시히코 일본 총리가 그저께 일본이 위안부를 강제 동원한 증거가 없다고 말했다. 마쓰바라 진 국가공안위원장은 종군위안부가 군에 강제연행됐다는 직접적인 증거가 발견되지 않은 만큼 각료들이 고노담화에 대해 논의해야 한다고 생각한다고 밝혔다. 차기 총리 도전을 밝힌 아베 신조 전 총리도 어제 자민당이 집권하고 총리가 되면 무라야마담화와 고노담화 등 일본 정부 발표를 모두 철회하겠다고 가세했다.1993년 고노담화는 일본군 위안부 강제연행을 인정하는 내용이고, 1995년 무라야마담화는 전후 50년을 맞아 식민지 지배와 침략에 대해 사죄와 반성의 뜻을 밝힌 것이다. 국제 사회의 압박에 밀려 정부 차원에서 위안부 문제와 태평양전쟁에 대한 책임을 인정해 놓고 이제 와서는 정치 리더들이 집단최면에 걸린 듯 기억에서 지우려 한다. 아베 전 총리는 위안부 강제연행을 수차례 부인한 이시하라 신타로 도쿄도지사, 하시모토 도루 오사카시장과 같은 극우파 정치인과 손잡고 헌법 개정을 추진하겠다고 한술 더 뜨고 있다. 집권 민주당의 현직 총리와 각료뿐만 아니라, 차기 총선에서 정권을 되찾아 가겠다고 공언하는 자민당 소속 전직 총리까지 경쟁적으로 과거사를 부인하는 망언을 일삼기 시작했다. 일본 정부와 정치권은 필경 과거 군국주의 시절 보여줬던 집단 광기를 재연할 심사인 것 같다. 이는 국제 정세 흐름과 180도 동떨어진 편집증이다. 일본은 한국, 중국, 러시아 등과 영토분쟁을 벌이며 조심스레 눈치를 보다가 돌연 풍차에 돌진하는 돈키호테처럼 물불 안가리고 달려드는 모습이니 우스꽝스럽기조차 하다. 집권 후 보수 우익 노선을 천명했던 민주당의 노다 총리는 오는 10~11월 치러질 중의원 총선을 앞두고 이명박 대통령의 독도 방문과 일왕 사죄 요구 발언 이후 마치 때를 기다렸다는 듯 거리낌 없이 우익 본색 행보를 거듭하고 있다. 정권을 잡겠다는 수권정당이라면 일본 민주당과 자민당 지도자들은 역사를 부인하는 무책임한 망언을 일삼아서는 안 될 일이다. 일본이 국제사회의 일원으로 함께하려 한다면 그나마 이성이 살아있음을 보여준 고노담화와 무라야마담화를 존중하는 자세부터 가다듬어야 할 것이다.[/original][summary]일본 노다 요시히코 일본 총리가 그저께 일본이 위안부를 강제 동원한 증거가 없다고 진 국가공안위원장은 어제 자민당이 집권하고 총리가 되면 무라야마담화와 고노담화에 대해 논의해야 한다고 생각한다고 밝혔는데, 이는 일본군 위안부 강제연행을 인정하는 내용이고, 1995년 무라야마담화는 전후 50년을 맞아 식민지 지배와 반성의 뜻을 밝힌 것이다.[/summary]"
1,"[original]국제신용평가회사인 무디스가 우리나라 신용등급을 A1에서 Aa3로 한 단계 올렸다. 지금까지 무디스가 한국에 매긴 등급으로는 가장 높은 것이다. 이로써 우리는 대외 신인도에서 중국ㆍ일본ㆍ사우디아라비아ㆍ대만과 어깨를 나란히 하게 됐다. 외환위기 때 한국의 신용등급을 투기등급으로 후려쳤던 신용평가사들이 글로벌 금융위기를 거치면서 한국 경제의 위기 대응력을 높게 평가하고 있는 것은 고무적이다. 국가신용등급에 관한 한 한국은 이제 가장 안전한 투자처로 꼽히던 일본을 따라잡았다. 세계 3대 신용평가사 중 하나인 피치는 한국과 일본에 같은 등급(A+)을 주면서도 등급 전망에서는 한국(긍정적)을 일본(부정적)보다 높게 평가하고 있다. 스탠더드앤드푸어스(S&P)는 아직도 한국의 등급(A)을 일본(AA-)보다 낮게 매기고 있다. 그러나 국내총생산(GDP) 대비 국가채무 비율이 33%에 불과한 한국의 신용등급이 부채비율 230%의 일본을 제치는 것은 시간 문제다. 하지만 한국의 신용등급이 최고단계(AAA 또는 Aaa)에 이르려면 아직 갈 길이 멀다. 무디스 등급으로는 3단계, 피치와 S&P 등급으로는 4~5단계를 더 올라가야 한다. 한 계단씩 꾸준히 등급을 올리려면 글로벌 금융위기와 같은 쓰나미에도 꿋꿋이 버틸 수 있을 정도로 경제 각 부문의 체질을 튼튼히 해야 한다. 특히 재정건전성을 확고히 지키는 게 필수적이다. 어제 무디스가 한국의 신용등급을 상향 조정한 이유로 재정 건전성을 첫손으로 꼽은 것은 시사하는 바가 크다. 이탈리아나 스페인 같은 재정 위기국은 말할 것도 없고 미국, 영국, 프랑스, 일본 같은 선진국들도 눈덩이처럼 불어난 재정적자와 국가채무 때문에 신용등급이나 등급 전망이 떨어지고 있는 마당이다. 기축통화나 글로벌 금융허브를 갖지 못한 우리로서는 재정 건전성이 국가신용등급을 지키는 최후 보루가 될 수밖에 없다. 우리가 외환위기 때 뼈저리게 경험한 것처럼 국가신용등급이 떨어지면 정부와 공기업은 물론 금융기관과 일반 기업의 자본조달 비용은 높아지고 대외 경쟁력은 떨어진다. 그런 악순환을 막으려면 재정 건전성은 꼭 지켜야 한다. 불과 5년 전만 해도 GDP 대비 국가채무 비율이 우리와 비슷했던 스페인이 급격하게 위기를 맞았듯이 재정건전성이 무너지는 건 한순간이다. 그런 맥락에서 효과가 의심스러운 추경 편성에는 신중해야 한다.[/original][summary]국제신용평가회사인 무디스가 우리나라 신용등급을 AA3로 한 단계 상승시키며 한국의 신용등급이 최고단계(AA)에 이르려면 신용등급이 최고단계, 피치와 S&P에 이르기 위해서는 신용등급을 상향 조정한 이유로 재정 건전성을 첫손으로 꼽은 것은 시사하는 바가 크다.[/summary]"
1,"[original]올 여름 에어컨을 많이 쓴 집은 전기료 폭탄을 맞았다고 아우성이다. 이번에 7월 15일부터 8월 14일까지 쓴 전기에 대한 요금이 나왔는데 한 달 전 요금보다 2~5배나 된다는 가정이 많다. 8월 초 요금이 오른 데다 사용량이 늘면서 평소보다 높은 누진요금이 적용돼 10만~20만원을 내야 하는 집도 적지 않다. 사실 전기료 폭탄은 예고된 것이었다. 지금처럼 여러 단계에 걸쳐 가파른 누진율이 적용되는 요금체계에서는 폭염이나 한파로 냉난방기 사용이 급증할 때는 전기료 폭탄이 터질 수밖에 없다. 가정용 전기료는 1㎾h당 57.9원을 부과하는 1단계(월 사용량 100㎾h 이하)부터 677.3원을 물리는 6단계(501㎾h 이상)에 이르기까지 소비량에 따라 부담이 급증하는 구조다. 우리처럼 누진단계가 많고 최고ㆍ최저단계의 요금 차이가 11.7배나 되는 나라는 찾아보기 어렵다. 미국은 2단계(누진율 1.1배), 일본은 3단계(1.4배)이고 가장 누진적인 대만도 5단계(2.4배)에 그친다. 영국, 프랑스, 캐나다는 단일요금 체계다. 이제는 과도한 누진단계를 줄이고 누진율도 조정할 필요가 있다. 지난해 1, 2단계의 낮은 요금을 적용받은 가구는 15%와 22%였고 5, 6단계 높은 요금을 낸 가구는 6.7%, 1.8%에 불과했다. 누진단계 축소로 부담이 늘어날 저소득층을 위해서는 미국처럼 별도의 에너지비용 지원 프로그램을 마련할 수도 있을 것이다. 식구가 많은 저소득층에 비해 고소득층 1~2인 가구가 싼 전기를 펑펑 쓰는 문제도 시정해야 한다. 가정용 전기료 부담이 산업용에 비해 너무 무거운 문제도 있다. 산업용은 ㎾h당 기본요금 8400원에 여름철 시간대별로 49~172.3원이 부과된다. 가정용 최고 단계 요금은 산업용의 4배 가까이 된다. 물론 산업용은 사용량이 많은 만큼 단위당 원가가 낮다. 지난 몇 차례 요금 조정으로 산업용 전기료 원가보상률은 90%를 넘어선 데 비해 가정용은 그에 조금 못 미쳐 과거보다는 형평성 문제가 다소 줄었다. 하지만 지난 수십 년 동안 산업용 전기료는 지나치게 낮았다. 그동안 누린 특혜에 대한 보상 차원에서라도 가정용보다 산업용 전기료를 더 올리는 게 옳다. 기름 한 방울 나지 않는 나라에서 절전을 유도하는 전기요금체계는 필요하다. 그러나 과도한 누진체계와 산업용과 가정용 사이의 형평성 문제는 바로잡아야 한다.[/original][summary]이번에 가정용 전기 요금이 늘었다는 내용의 아우성이 쏟아지고 있는데 이것이 냉난방기 사용이 급증할 때는 전기료는 1.9원을 부과하는 1단계로 누진단계(501)에 이르기까지 소비량에 따라 부담이 급증하는 구조라서 정부는 산업용 전기료를 연착륙시키는 등 근본적인 처방을 내놓아야 할 것이다.[/summary]"
1,"[original]수출입 실적이 격감하고 있다. 8월 수출은 429억7000만달러로 작년 같은 달보다 6.2%나 줄었다. 7월 8.8% 감소한 데 이어 두 달 내리 곤두박질했다. 지난달 수입은 409억3000만달러로 1년 전보다 9.8%나 감소해 18개월 만에 최저로 쪼그라들었다. 무역수지는 7개월째 흑자를 냈다지만 불황형 흑자라 빛이 바랠 수밖에 없다. 주력 품목인 선박(-34%), 무선통신기기(-26%), 자동차(-21%)의 수출 실적은 충격적이다. 태풍에 따른 선적 지연과 자동차업계 부분 파업 영향을 감안하더라도 감소세가 너무 가파르다. 3대 수출시장 중 어느 한 곳도 믿을 수가 없다. 성장 둔화가 뚜렷한 중국과 재정위기를 겪는 유럽은 말할 것도 없고 회복세를 보이던 미국 시장마저 지난달에는 다시 위축됐다. 무역의존도가 높은 한국으로서는 경제 운용의 틀 전반을 다시 조정해야 할 때다. 작년 말 정부는 올해 수출이 7.4% 늘어날 것으로 내다봤지만 올해 수출 누계의 증가율은 지난 7월 이미 마이너스로 돌아섰다. 현대경제연구원은 하반기 수출이 살아나지 않으면 국내총생산(GDP)은 당초 전망보다 17조원, 고용은 28만명 줄어들 것으로 분석했다. 정부는 수출을 살리려 해외 마케팅, 무역전시회, 사절단 파견, 무역보험 확대와 같은 단기 대책을 총동원하겠다고 밝혔다. 그러나 구태의연한 수출촉진책에만 매달려서는 안 된다. 수출 비중이 커지고 있는 아세안과 중동 시장 공략을 강화하는 것도 필요하지만 글로벌 경제 전체가 가라앉는 마당이라 수출다변화 효과는 제한적일 것이다. 지역별, 품목별로 수출 전략을 가다듬으면서 수출 쇼크가 경제 전반에 미칠 파장을 최소화할 전략을 세워야 한다. 수출 증대가 급하다고 섣불리 원화 가치 하락을 유도하면 물가 상승 압력을 키우고 내수를 위축시킬 수 있으므로 삼가야 한다. 올해 성장률이 2%대로 주저앉을 것이라는 전망이 잇따르고 있는 만큼 수출에 비해 성장기여도가 높아지고 있는 민간 소비가 살아날 수 있도록 종합 대책을 마련하는 게 중요하다. 세계 각국의 수입규제 조치 중 한국 제품에 직접 영향을 미치는 것만 122건에 이르고 글로벌 기업들의 특허소송 공세도 격화되고 있어 수출 전선의 먹구름이 더욱 짙어지고 있다. 정부와 기업이 협력해 부당한 무역제한 조치와 기술보호주의에 효과적으로 대응할 수 있는 체제를 시급히 마련해야 한다.[/original][summary]한국의 수출입 실적은 429억 7000만 달러로 작년 동월 대비 6.2% 감소한 데 이어 두 달 내리 곤두박질하면서, 올해 성장률이 2%대로 주저앉을 것으로 보이는 등 단기 대책을 총동원하겠다고 밝혔는데, 수출 증대가 급하다고 섣불리 원화 가치 하락을 유도하면 물가 상승 압력을 키우고 내수를 위축시킬 수 있으므로 경제 전반에 미칠 파장을 최소화할 전략을 세워야 한다. [/summary]"
1,"[original]박근혜 새누리당 대선 후보 측이 문재인 민주통합당 후보와 안철수 후보 측에 정치쇄신실천협의기구를 공동으로 구성해 여야 간 일치하는 내용은 우선적으로 실천하자고 제안했다. 문재인ㆍ안철수 후보도 그동안 국회의원 연금 폐지, 기초단체 의원에 대한 정당 공천 폐지 등을 내용으로 하는 정치쇄신안을 내놓았으니 이들 사이에 이견이 없는 사안들부터 당장 실천하는 것이 바람직하다. 우리나라 국회의원들은 금배지를 다는 순간부터 200여 가지 특권을 누리게 된다. 단 하루만 국회의원을 해도 65세부터 매달 120만원의 연금을 받고 국유 철도와 선박, 항공기를 공짜로 이용한다. 국회에서 직무상 행한 발언에 대한 면책특권과 회기 중 불체포특권도 받는다. 그러면서도 국회의원 1인당 세비를 19대 국회부터 1억3796만원으로 20% 인상했고 국회의원 정원은 한 명 늘려 300명이 됐다. 이들이 받는 세비는 영국 의원들과 비교하면 38.6%나 많은 금액이다. 국민 신뢰를 회복하기 위해 각국 국회는 앞다퉈 자신들의 특권을 줄여나가는 추세다. 대만 국회에 해당하는 입법원은 내년부터 입법위원 1인당 보조금을 3200만원(전체의 47%) 삭감하기로 했다. 일본은 2006년 국회의원 연금제도를 폐지했고, 집권 민주당은 의원 70명 축소 방안을 추진 중이다. 모처럼 여야 대선 후보가 정치쇄신에 뜻을 함께한 만큼 국회의원 연금과 기초단체의원 정당 공천은 당장이라도 여야 합의를 거쳐 이번 정기국회에서 폐지하는 게 옳다. 국회의원들의 세비와 각종 보조금도 스스로 점검해서 삭감하는 것이 정치 신뢰를 높이는 방안임을 명심해야 한다. 국회의원 정원을 축소하는 방안도 논의해야 한다. 미국 하원 의원은 1인당 국민 72만명을 대표하고, 일본 중의원 의원은 26만명을 대표하는 반면 한국 국회의원은 약 16만명을 대표하고 있다. 유럽의 경우 국회의원 1인당 영국에서는 9만6000명, 프랑스는 11만명을 대표해 한국 국회의원 숫자가 많지 않다는 주장이 있지만 개혁 차원에서 정원 축소 의지를 보여야 한다. 또 문ㆍ안 후보는 지역구를 줄이고 비례대표를 늘리자고 하나 비례대표 의원은 현재 54명으로 운용하는 과정에서도 온갖 문제점을 노출해 왔다. 국민들의 뜻과 전문성을 정확하게 반영할 시스템을 마련하지 못한다면 비례대표 의원은 오히려 축소하는 것이 옳다.[/original][summary]박근혜 새누리당 대선 후보 측이 문재인 민주통합당 후보와 안철수 후보 측에 정치쇄신실천협의기구를 공동으로 구성해 실천하자고 제안한 가운데, 문·안 후보는 대선 후보가 정치쇄신에 뜻을 함께한 만큼 국회의원 연금과 기초단체의원 정당 공천은 당장이라도 여야 합의를 거쳐 이번 정기국회에서 폐지해야 한다.[/summary]"
1,"[original]안대희 새누리당 정치쇄신위원장이 엊그제 밝힌 특별감찰관제 도입은 권력형 비리로 얼룩져온 한국 정치사에 새로운 실험이자 획기적 전기가 될 만한 내용이다. 대통령 주변 감시를 민정수석실이 맡아 시늉만 내온 기존 관행에 비하면 특별감찰관 권한과 기능은 차원이 다르다. 국회가 추천하고 대통령이 임명하되 3년 임기와 독립성을 보장받고, 친인척에 대한 광범위한 조사권과 고발권을 갖는다. 대통령과 특수관계인 장관, 수석비서관과 감사원, 검찰, 금융위원회, 국세청, 경찰청 등 사정(司正)기관장들에도 같은 권한을 행사할 수 있다. 또 대통령 재임기간 중 친인척들이 공채 이외에 공직이나 공공기관 진출을 못하고 기존 공직자는 승진을 제한하는 등 검은 뒷거래의 길목을 봉쇄한 것도 눈에 띈다. 안 위원장은 조선시대 경국대전의 분경(奔競ㆍ벼슬청탁)금지법까지 참고했다는데 박근혜식 담대한 쇄신 의지를 담아냈다는 점에서 평가할 만하다. 대통령 친인척 입장에선 오히려 역차별 논란을 제기할 수도 있지만 권력비리 수십 년 적폐를 쓸어내길 바라는 국민적 갈망에 비견될 수 없다고 본다. 감찰 대상에 국회의원을 빼놓은 건 입법 과정을 의식한 것이겠지만 현 정부나 김영삼, 김대중 정부 때 실세 의원들의 부패 연루를 감안하면 반드시 포함돼야 한다고 본다. 새누리당은 12ㆍ19 대선 이전에 입법화하겠다는 입장인데 민주통합당 등 야당들도 초당적으로 협력하는 게 순리일 것이다. 한편 새누리당은 아무리 공을 들인 제도라도 반드시 허점이 있다는 걸 명심해야 한다. 권력을 등에 업고 호가호위하는 세력과 그걸 이용하는 이권 세력의 결탁은 집요하다. 직접 접촉이 안 되면 두세 단계를 거쳐서라도 줄을 대려는 로비는 여전히 계속될 것이란 얘기다. 노무현 전 대통령이 청탁하면 패가망신할 것이라고 엄포와 함께 모 기업인을 자살하게 만들 정도로 경고를 했지만 결국 가족 전체가 비리로 얼룩졌다. 이명박 대통령 역시 도덕적으로 완벽한 정권이라고 큰소리쳤지만 임기 초부터 뻔히 예상됐던 만사형통 비리도 못 막았다. 결국 법망을 더 촘촘하게 짜고 무엇보다 차기 대통령의 강한 실천 의지가 실려야 한다. 박근혜 후보는 자기 주변을 다시 둘러보고 작은 거짓부터 가혹하게 처벌하는 결기를 보여야 한다. 최근 정준길 파문에 대해 친구 사이의 대화라거나 그럴 위치에 있지 않다고 감싸는 태도로는 진정성을 의심받는다.[/original][summary]그제 안대희 새누리당 정치쇄신위원장이 공개한 특별감찰관제 도입은 가히 획기적이며 전환점이 될 수 있지만 권력비리 수십 년 적폐를 쓸어 내길 바라는 국민적 갈망에 비견될 수 없다고 본다. [/summary]"
